date,state,17-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,other,total
2012-04-12,Sarawak,8,2,1,1,0,0,0,0,0,0,12
2012-04-13,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-04-14,Sarawak,1,1,0,2,1,0,4,0,0,0,9
2012-04-15,Sarawak,6,3,7,1,3,1,1,0,0,0,22
2012-04-16,Sarawak,0,0,1,0,1,0,0,0,0,0,2
2012-04-17,Sarawak,4,1,1,2,1,1,0,0,0,0,10
2012-04-18,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-04-19,Sarawak,2,0,0,0,0,0,0,0,0,0,2
2012-04-20,Sarawak,0,1,1,0,0,0,0,0,0,0,2
2012-04-21,Sarawak,8,3,4,4,2,0,0,0,0,0,21
2012-04-22,Sarawak,2,7,7,8,2,1,1,1,0,0,29
2012-04-23,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-04-24,Sarawak,2,9,2,2,3,0,1,0,0,0,19
2012-04-25,Sarawak,2,1,4,0,0,0,0,0,0,0,7
2012-04-26,Sarawak,0,3,4,1,0,1,0,0,0,0,9
2012-04-27,Sarawak,0,0,0,1,1,0,1,0,0,0,3
2012-04-28,Sarawak,8,3,2,2,1,0,0,0,0,0,16
2012-04-29,Sarawak,5,0,5,0,2,1,0,1,0,0,14
2012-04-30,Sarawak,2,8,5,1,0,1,1,0,0,0,18
2012-05-01,Sarawak,3,3,5,4,7,6,4,1,0,0,33
2012-05-02,Sarawak,22,7,0,0,0,0,0,0,0,0,29
2012-05-03,Sarawak,0,0,0,0,1,0,0,0,0,0,1
2012-05-04,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-05-05,Sarawak,0,2,3,1,3,3,1,1,0,0,14
2012-05-06,Sarawak,5,6,9,9,2,5,4,3,0,0,43
2012-05-07,Sarawak,0,0,0,0,0,1,0,0,0,0,1
2012-05-08,Sarawak,2,8,6,4,2,0,4,0,0,0,26
2012-05-09,Sarawak,0,4,1,3,0,1,0,0,0,0,9
2012-05-10,Sarawak,1,5,1,0,1,1,0,0,0,0,9
2012-05-11,Sarawak,1,0,1,0,0,0,0,1,0,0,3
2012-05-12,Sarawak,30,9,3,2,1,0,1,0,0,0,46
2012-05-13,Sarawak,4,0,0,0,0,2,1,0,0,0,7
2012-05-14,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-05-15,Sarawak,32,32,28,28,14,3,1,0,0,0,138
2012-05-16,Sarawak,2,1,3,2,2,1,0,1,0,0,12
2012-05-17,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-05-18,Sarawak,0,0,1,1,0,2,1,0,0,0,5
2012-05-19,Sarawak,2,3,1,1,2,3,0,0,0,0,12
2012-05-20,Sarawak,9,3,2,5,3,1,1,1,0,0,25
2012-05-21,Sarawak,15,6,1,2,0,0,1,0,0,0,25
2012-05-22,Sarawak,8,15,5,1,2,2,0,0,0,0,33
2012-05-23,Sarawak,1,0,0,0,0,0,0,0,0,0,1
2012-05-24,Sarawak,2,0,1,0,0,0,0,0,0,0,3
2012-05-25,Sarawak,1,1,0,0,0,0,0,0,0,0,2
2012-05-26,Sarawak,6,2,2,8,3,0,0,0,0,0,21
2012-05-27,Sarawak,4,1,0,2,0,0,0,0,0,0,7
2012-05-28,Sarawak,1,0,1,0,0,0,0,0,0,0,2
2012-05-29,Sarawak,0,0,0,0,1,0,0,0,0,0,1
2012-05-30,Sarawak,0,0,1,0,0,0,0,0,0,0,1
2012-05-31,Sarawak,2,0,0,0,0,0,0,0,0,0,2
2012-06-01,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-06-02,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-06-03,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-06-04,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-06-05,Sarawak,0,0,2,1,1,0,0,0,0,0,4
2012-06-06,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-06-07,Sarawak,2,2,2,0,1,0,0,0,0,0,7
2012-06-08,Sarawak,1,0,0,0,1,0,0,0,0,0,2
2012-06-09,Sarawak,5,0,0,0,0,2,0,0,0,0,7
2012-06-10,Sarawak,10,4,3,2,3,1,0,0,0,0,23
2012-06-11,Sarawak,1,1,0,0,0,0,0,0,0,0,2
2012-06-12,Sarawak,3,5,4,3,0,3,1,0,0,0,19
2012-06-13,Sarawak,7,2,0,0,1,1,0,0,0,0,11
2012-06-14,Sarawak,0,0,0,1,0,1,1,0,0,0,3
2012-06-15,Sarawak,1,0,0,0,1,1,0,0,0,1,4
2012-06-16,Sarawak,6,3,6,4,3,0,3,0,0,0,25
2012-06-17,Sarawak,5,7,3,6,5,3,0,0,0,1,30
2012-06-18,Sarawak,1,0,0,0,0,0,0,0,0,0,1
2012-06-19,Sarawak,0,1,1,0,0,0,0,0,0,0,2
2012-06-20,Sarawak,3,0,0,0,0,0,0,0,0,0,3
2012-06-21,Sarawak,2,2,1,1,1,3,2,0,0,0,12
2012-06-22,Sarawak,1,0,1,0,0,0,0,0,0,0,2
2012-06-23,Sarawak,5,3,6,10,1,2,0,1,0,0,28
2012-06-24,Sarawak,8,5,0,1,2,1,1,0,0,0,18
2012-06-25,Sarawak,3,2,1,0,0,0,0,0,0,0,6
2012-06-26,Sarawak,1,2,3,1,1,0,1,0,0,0,9
2012-06-27,Sarawak,2,0,2,2,0,0,1,0,0,0,7
2012-06-28,Sarawak,2,0,1,1,1,0,0,0,0,0,5
2012-06-29,Sarawak,1,0,0,1,0,0,0,0,0,0,2
2012-06-30,Sarawak,5,6,4,13,9,9,2,2,0,0,50
2012-07-01,Sarawak,6,7,6,6,3,4,4,3,0,0,39
2012-07-02,Sarawak,2,2,3,2,2,1,1,0,0,1,14
2012-07-03,Sarawak,2,9,4,3,1,1,1,1,0,0,22
2012-07-04,Sarawak,3,4,0,0,0,0,0,0,0,0,7
2012-07-05,Sarawak,2,1,0,0,1,0,1,0,0,0,5
2012-07-06,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-07-07,Sarawak,18,4,4,2,2,4,2,0,0,0,36
2012-07-08,Sarawak,2,2,3,1,3,1,0,0,0,0,12
2012-07-09,Sarawak,0,1,1,1,1,2,0,0,0,0,6
2012-07-10,Sarawak,8,2,4,6,3,1,2,1,0,0,27
2012-07-11,Sarawak,1,0,1,0,0,0,0,0,0,0,2
2012-07-12,Sarawak,2,1,2,3,1,2,0,0,0,0,11
2012-07-13,Sarawak,0,0,0,1,0,1,0,0,0,0,2
2012-07-14,Sarawak,94,4,1,2,0,1,0,0,1,0,103
2012-07-15,Sarawak,9,3,5,1,2,3,2,0,0,0,25
2012-07-16,Sarawak,12,3,0,2,2,0,0,0,0,0,19
2012-07-17,Sarawak,2,2,0,0,0,0,0,0,0,0,4
2012-07-18,Sarawak,1,0,1,0,0,0,0,0,0,0,2
2012-07-19,Sarawak,3,2,1,1,3,0,0,0,0,0,10
2012-07-20,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-07-21,Sarawak,1,0,1,0,0,0,0,1,0,0,3
2012-07-22,Sarawak,6,0,1,2,2,3,0,0,0,0,14
2012-07-23,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-07-24,Sarawak,1,0,0,0,0,0,0,0,0,0,1
2012-07-25,Sarawak,0,0,1,0,0,0,0,0,0,0,1
2012-07-26,Sarawak,2,2,0,0,0,0,0,0,0,0,4
2012-07-27,Sarawak,0,0,0,0,1,0,0,0,0,0,1
2012-07-28,Sarawak,8,10,5,7,2,1,3,0,0,0,36
2012-07-29,Sarawak,8,3,2,0,2,2,2,0,0,0,19
2012-07-30,Sarawak,1,0,0,0,0,0,0,0,0,0,1
2012-07-31,Sarawak,0,1,1,0,0,0,0,0,0,0,2
2012-08-01,Sarawak,1,0,1,0,0,0,0,0,0,0,2
2012-08-02,Sarawak,4,0,0,0,0,0,0,0,0,0,4
2012-08-03,Sarawak,0,0,1,0,0,0,0,0,0,0,1
2012-08-04,Sarawak,0,0,1,1,0,0,0,0,0,0,2
2012-08-05,Sarawak,0,2,2,2,3,1,1,0,0,0,11
2012-08-06,Sarawak,2,0,0,0,0,0,0,0,0,0,2
2012-08-07,Sarawak,17,1,0,1,1,0,0,0,0,0,20
2012-08-08,Sarawak,0,0,1,0,0,1,0,0,0,0,2
2012-08-09,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-08-10,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-08-11,Sarawak,0,1,0,1,0,0,0,0,0,0,2
2012-08-12,Sarawak,3,3,1,0,1,2,0,0,0,0,10
2012-08-13,Sarawak,0,0,0,0,1,0,0,0,0,0,1
2012-08-14,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-08-15,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-08-16,Sarawak,0,0,1,0,0,0,0,0,0,0,1
2012-08-17,Sarawak,0,1,0,0,1,0,0,0,0,0,2
2012-08-18,Sarawak,1,2,1,1,0,0,1,0,0,0,6
2012-08-19,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-08-20,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-08-21,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-08-22,Sarawak,0,0,0,0,1,0,0,0,0,0,1
2012-08-23,Sarawak,0,0,0,1,1,0,0,0,0,0,2
2012-08-24,Sarawak,0,1,0,0,0,0,0,0,0,0,1
2012-08-25,Sarawak,6,2,2,1,3,1,2,1,0,0,18
2012-08-26,Sarawak,4,0,2,0,1,1,0,0,0,0,8
2012-08-27,Sarawak,0,2,0,0,0,0,0,0,0,0,2
2012-08-28,Sarawak,2,0,2,2,0,0,0,0,0,0,6
2012-08-29,Sarawak,1,1,2,0,0,0,0,0,0,0,4
2012-08-30,Sarawak,3,2,2,2,1,1,0,0,0,0,11
2012-08-31,Sarawak,3,2,2,0,1,0,0,1,0,0,9
2012-09-01,Sarawak,2,1,1,2,2,1,2,0,0,0,11
2012-09-02,Sarawak,12,4,2,1,3,3,2,0,0,0,27
2012-09-03,Sarawak,1,0,0,0,1,0,0,0,0,0,2
2012-09-04,Sarawak,6,1,0,0,0,0,0,0,0,0,7
2012-09-05,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-09-06,Sarawak,1,0,0,1,0,0,1,0,0,0,3
2012-09-07,Sarawak,0,0,0,1,0,1,1,0,0,0,3
2012-09-08,Sarawak,7,3,2,0,0,0,1,1,0,0,14
2012-09-09,Sarawak,4,1,1,1,3,2,1,0,0,0,13
2012-09-10,Sarawak,10,1,4,4,0,1,0,0,0,0,20
2012-09-11,Sarawak,89,6,3,0,1,1,0,0,0,0,100
2012-09-12,Sarawak,2,0,0,1,0,0,0,0,0,0,3
2012-09-13,Sarawak,17,3,1,0,1,0,0,0,0,0,22
2012-09-14,Sarawak,3,0,0,0,0,0,0,0,0,0,3
2012-09-15,Sarawak,46,8,1,0,1,0,0,0,0,0,56
2012-09-16,Sarawak,2,3,3,2,1,1,0,1,0,1,14
2012-09-17,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-09-18,Sarawak,2,3,2,2,2,2,0,1,0,0,14
2012-09-19,Sarawak,1,3,1,0,1,0,0,0,0,0,6
2012-09-20,Sarawak,21,0,1,0,0,0,2,0,0,0,24
2012-09-21,Sarawak,2,0,0,1,0,0,1,0,0,0,4
2012-09-22,Sarawak,45,18,5,0,2,0,0,1,0,0,71
2012-09-23,Sarawak,3,7,6,4,1,3,1,1,0,0,26
2012-09-24,Sarawak,1,0,0,0,0,1,0,0,0,0,2
2012-09-25,Sarawak,2,1,1,0,0,1,0,0,0,0,5
2012-09-26,Sarawak,2,1,0,0,1,0,0,0,0,0,4
2012-09-27,Sarawak,1,4,2,3,1,0,0,0,0,0,11
2012-09-28,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-09-29,Sarawak,2,6,1,1,1,1,1,2,0,0,15
2012-09-30,Sarawak,19,1,4,2,3,0,0,0,0,0,29
2012-10-01,Sarawak,1,0,1,0,1,0,0,0,0,0,3
2012-10-02,Sarawak,1,0,0,1,2,0,0,0,0,0,4
2012-10-03,Sarawak,23,8,0,2,1,2,0,0,0,0,36
2012-10-04,Sarawak,1,1,1,0,0,0,0,0,0,0,3
2012-10-05,Sarawak,1,0,0,0,0,0,1,0,0,0,2
2012-10-06,Sarawak,25,7,8,1,2,3,1,0,0,0,47
2012-10-07,Sarawak,10,8,2,6,9,5,4,2,0,0,46
2012-10-08,Sarawak,1,2,0,1,0,0,2,1,0,0,7
2012-10-09,Sarawak,4,3,1,2,2,1,2,0,0,0,15
2012-10-10,Sarawak,1,0,1,1,0,0,0,0,0,0,3
2012-10-11,Sarawak,1,0,4,0,1,1,1,0,0,0,8
2012-10-12,Sarawak,1,0,1,1,0,0,0,0,0,0,3
2012-10-13,Sarawak,6,2,3,7,3,2,1,0,0,0,24
2012-10-14,Sarawak,4,6,4,5,6,1,2,0,0,0,28
2012-10-15,Sarawak,0,0,0,1,0,0,0,0,0,0,1
2012-10-16,Sarawak,4,4,2,1,3,4,0,0,0,0,18
2012-10-17,Sarawak,3,0,2,2,1,1,0,0,0,0,9
2012-10-18,Sarawak,23,1,1,2,2,0,0,0,0,0,29
2012-10-19,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-10-20,Sarawak,3,1,4,1,0,0,0,0,0,0,9
2012-10-21,Sarawak,17,4,2,1,4,2,0,0,0,0,30
2012-10-22,Sarawak,0,1,0,0,0,0,0,0,0,0,1
2012-10-23,Sarawak,5,6,4,0,0,0,0,0,0,0,15
2012-10-24,Sarawak,0,0,0,1,0,0,0,0,0,0,1
2012-10-25,Sarawak,1,0,1,1,0,0,0,0,0,0,3
2012-10-26,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-10-27,Sarawak,13,9,4,1,0,1,0,0,0,0,28
2012-10-28,Sarawak,35,12,8,7,11,4,3,3,0,0,83
2012-10-29,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-10-30,Sarawak,1,0,1,0,0,0,0,0,0,0,2
2012-10-31,Sarawak,1,4,1,2,7,2,0,0,0,0,17
2012-11-01,Sarawak,1,1,0,0,1,0,0,0,0,0,3
2012-11-02,Sarawak,0,0,0,0,0,0,1,0,0,0,1
2012-11-03,Sarawak,0,1,0,0,1,1,0,0,0,0,3
2012-11-04,Sarawak,4,2,5,0,2,0,1,0,0,0,14
2012-11-05,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-11-06,Sarawak,0,1,0,1,0,0,0,0,0,0,2
2012-11-07,Sarawak,2,0,2,0,0,0,0,0,0,0,4
2012-11-08,Sarawak,1,0,0,0,0,0,0,0,0,0,1
2012-11-09,Sarawak,0,0,2,0,0,0,0,0,0,0,2
2012-11-10,Sarawak,6,3,5,0,4,2,0,1,0,0,21
2012-11-11,Sarawak,2,2,1,1,1,1,0,0,1,0,9
2012-11-12,Sarawak,0,0,1,0,0,0,0,0,0,0,1
2012-11-13,Sarawak,1,4,0,0,1,0,0,0,0,0,6
2012-11-14,Sarawak,7,10,9,12,6,1,0,0,0,0,45
2012-11-15,Sarawak,5,7,1,0,2,1,0,0,0,0,16
2012-11-16,Sarawak,0,0,0,1,1,0,0,0,0,0,2
2012-11-17,Sarawak,14,1,2,3,2,0,0,0,0,0,22
2012-11-18,Sarawak,15,6,3,9,5,3,3,0,0,0,44
2012-11-19,Sarawak,3,0,3,1,0,0,0,0,0,0,7
2012-11-20,Sarawak,2,3,0,2,0,1,1,0,0,0,9
2012-11-21,Sarawak,3,2,1,0,1,0,0,0,0,0,7
2012-11-22,Sarawak,0,0,2,0,0,0,0,0,0,0,2
2012-11-23,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-11-24,Sarawak,0,1,2,0,0,2,0,0,0,0,5
2012-11-25,Sarawak,8,1,2,1,1,3,0,0,0,0,16
2012-11-26,Sarawak,19,1,3,0,0,0,0,0,0,0,23
2012-11-27,Sarawak,3,1,4,1,3,0,0,0,0,0,12
2012-11-28,Sarawak,41,0,1,1,0,0,0,0,0,0,43
2012-11-29,Sarawak,3,4,2,2,2,1,0,0,0,0,14
2012-11-30,Sarawak,0,0,0,0,1,0,0,0,0,0,1
2012-12-01,Sarawak,2,2,2,1,0,2,0,0,0,0,9
2012-12-02,Sarawak,6,5,7,1,4,1,2,0,0,0,26
2012-12-03,Sarawak,3,1,1,0,0,0,1,0,0,0,6
2012-12-04,Sarawak,34,1,0,0,0,0,0,0,0,0,35
2012-12-05,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-12-06,Sarawak,11,3,1,0,0,0,0,0,0,0,15
2012-12-07,Sarawak,1,1,1,0,0,0,1,0,0,0,4
2012-12-08,Sarawak,1,0,0,0,1,0,1,0,0,0,3
2012-12-09,Sarawak,5,8,4,1,2,1,2,0,0,0,23
2012-12-10,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-12-11,Sarawak,1,3,1,1,0,0,0,1,0,0,7
2012-12-12,Sarawak,3,6,6,4,3,1,2,2,0,0,27
2012-12-13,Sarawak,4,2,1,0,0,1,0,0,0,0,8
2012-12-14,Sarawak,1,0,1,0,0,0,1,0,0,0,3
2012-12-15,Sarawak,2,2,2,2,1,1,0,1,0,0,11
2012-12-16,Sarawak,2,5,6,1,1,0,2,0,0,0,17
2012-12-17,Sarawak,1,0,0,1,0,0,0,0,0,0,2
2012-12-18,Sarawak,3,0,0,1,0,0,0,0,0,0,4
2012-12-19,Sarawak,2,2,1,0,0,1,0,0,0,0,6
2012-12-20,Sarawak,1,0,0,1,0,0,0,0,0,0,2
2012-12-21,Sarawak,1,0,1,1,2,0,0,0,0,0,5
2012-12-22,Sarawak,3,2,3,1,3,1,1,0,0,0,14
2012-12-23,Sarawak,0,0,0,1,0,2,2,0,0,0,5
2012-12-24,Sarawak,0,0,0,2,0,0,0,0,0,0,2
2012-12-25,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-12-26,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-12-27,Sarawak,1,0,3,0,0,0,0,0,0,0,4
2012-12-28,Sarawak,1,0,1,0,0,0,0,0,0,0,2
2012-12-29,Sarawak,1,3,3,4,1,0,1,0,0,0,13
2012-12-30,Sarawak,4,6,5,1,1,2,2,0,0,0,21
2012-12-31,Sarawak,1,0,1,2,0,0,0,0,0,0,4
2013-01-01,Sarawak,9,3,4,7,8,3,1,0,0,0,35
2013-01-02,Sarawak,0,1,1,0,0,0,0,0,0,0,2
2013-01-03,Sarawak,1,1,0,0,0,0,0,0,0,0,2
2013-01-04,Sarawak,0,2,0,0,1,0,0,0,0,0,3
2013-01-05,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2013-01-06,Sarawak,0,6,5,3,4,1,1,1,0,0,21
2013-01-07,Sarawak,2,3,0,0,1,0,0,0,0,0,6
2013-01-08,Sarawak,4,1,2,1,3,3,0,0,0,0,14
2013-01-09,Sarawak,1,1,1,1,0,1,1,1,0,0,7
2013-01-10,Sarawak,0,0,1,0,0,0,1,0,0,0,2
2013-01-11,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2013-01-12,Sarawak,57,3,3,3,0,2,1,1,0,0,70
2013-01-13,Sarawak,2,5,5,2,0,1,1,0,0,0,16
2013-01-14,Sarawak,1,3,0,0,1,0,0,0,0,0,5
2013-01-15,Sarawak,1,1,2,1,0,0,1,0,0,0,6
2013-01-16,Sarawak,3,4,2,0,1,0,0,0,0,0,10
2013-01-17,Sarawak,1,3,2,2,1,1,0,0,0,0,10
2013-01-18,Sarawak,0,1,0,0,0,0,0,1,0,0,2
2013-01-19,Sarawak,2,3,4,0,1,0,1,1,0,0,12
2013-01-20,Sarawak,2,1,1,2,1,2,1,0,0,0,10
2013-01-21,Sarawak,0,0,0,1,1,0,0,0,0,0,2
2013-01-22,Sarawak,3,4,1,1,0,1,2,0,0,0,12
2013-01-23,Sarawak,1,0,5,0,0,0,0,0,0,0,6
2013-01-24,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2013-01-25,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2013-01-26,Sarawak,6,2,6,4,2,0,0,0,0,0,20
2013-01-27,Sarawak,6,4,1,0,4,1,1,0,0,0,17
2013-01-28,Sarawak,5,1,2,2,0,0,0,0,0,0,10
2013-01-29,Sarawak,0,4,1,0,1,0,0,0,0,0,6
2013-01-30,Sarawak,2,2,2,3,1,0,0,0,0,0,10
2013-01-31,Sarawak,10,3,0,2,0,0,0,0,0,0,15
2013-02-01,Sarawak,1,1,0,0,0,0,0,1,0,0,3
2013-02-02,Sarawak,4,0,1,2,1,0,0,0,0,0,8
2013-02-03,Sarawak,9,5,3,3,2,3,0,1,0,0,26
2013-02-04,Sarawak,2,1,0,0,1,0,0,0,0,0,4
2013-02-05,Sarawak,16,1,1,1,0,0,1,0,0,0,20
2013-02-06,Sarawak,24,1,0,1,3,1,0,0,0,0,30
2013-02-07,Sarawak,6,7,4,3,1,2,1,0,0,0,24
2013-02-08,Sarawak,5,0,1,0,0,0,0,0,0,0,6
2013-02-09,Sarawak,0,2,1,1,0,0,0,1,0,0,5
2013-02-10,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2013-02-11,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2013-02-12,Sarawak,0,0,0,1,0,0,0,0,0,0,1
2013-02-13,Sarawak,4,0,0,1,1,0,0,0,0,0,6
2013-02-14,Sarawak,0,1,0,0,1,0,0,0,0,0,2
2013-02-15,Sarawak,4,1,0,0,1,0,0,0,0,0,6
2013-02-16,Sarawak,4,5,1,2,1,1,0,0,0,0,14
2013-02-17,Sarawak,5,2,1,2,1,1,0,1,1,0,14
2013-02-18,Sarawak,2,0,0,2,0,0,0,0,0,0,4
2013-02-19,Sarawak,4,0,3,1,0,0,0,0,0,0,8
2013-02-20,Sarawak,2,0,0,1,1,0,0,0,0,0,4
2013-02-21,Sarawak,3,5,2,0,0,0,0,0,0,0,10
2013-02-22,Sarawak,4,0,0,2,0,0,0,0,0,0,6
2013-02-23,Sarawak,55,0,0,0,1,1,0,0,0,0,57
2013-02-24,Sarawak,10,2,4,5,2,1,0,1,0,0,25
2013-02-25,Sarawak,1,0,0,0,0,0,0,0,0,0,1
2013-02-26,Sarawak,4,3,2,1,1,2,0,0,0,0,13
2013-02-27,Sarawak,7,0,0,0,0,0,0,0,0,0,7
2013-02-28,Sarawak,3,8,5,4,3,1,0,1,0,0,25
2013-03-01,Sarawak,1,0,1,0,3,0,0,0,0,0,5
2013-03-02,Sarawak,19,5,2,3,4,2,0,0,0,0,35
2013-03-03,Sarawak,9,3,0,3,5,1,0,0,1,0,22
2013-03-04,Sarawak,0,0,1,0,0,0,0,0,0,0,1
2013-03-05,Sarawak,9,29,19,13,11,1,0,0,0,0,82
2013-03-06,Sarawak,3,3,3,2,4,0,0,0,0,0,15
2013-03-07,Sarawak,1,3,1,1,0,0,0,0,0,0,6
2013-03-08,Sarawak,0,1,1,0,1,0,0,0,0,0,3
2013-03-09,Sarawak,10,1,3,1,0,0,0,1,0,0,16
2013-03-10,Sarawak,13,7,5,4,6,7,1,3,0,0,46
2013-03-11,Sarawak,1,1,0,1,1,1,0,0,0,0,5
2013-03-12,Sarawak,0,0,1,1,0,0,0,0,0,0,2
2013-03-13,Sarawak,30,1,0,0,0,2,1,0,0,0,34
2013-03-14,Sarawak,0,2,0,0,1,0,0,0,0,0,3
2013-03-15,Sarawak,0,0,0,2,0,0,0,0,0,0,2
2013-03-16,Sarawak,6,3,3,4,5,2,0,2,0,1,26
2013-03-17,Sarawak,5,7,1,2,3,0,0,1,0,0,19
2013-03-18,Sarawak,1,0,0,0,0,1,0,0,0,0,2
2013-03-19,Sarawak,6,11,4,6,5,3,8,0,0,0,43
2013-03-20,Sarawak,2,2,6,3,3,3,1,1,0,0,21
2013-03-21,Sarawak,2,4,5,2,1,0,0,0,0,0,14
2013-03-22,Sarawak,2,0,1,0,0,1,0,0,0,0,4
2013-03-23,Sarawak,4,4,1,2,1,1,0,0,0,0,13
2013-03-24,Sarawak,11,6,3,1,2,2,0,1,0,0,26
2013-03-25,Sarawak,0,1,0,0,0,0,0,0,0,0,1
2013-03-26,Sarawak,0,5,2,0,1,0,0,0,0,0,8
2013-03-27,Sarawak,3,4,1,3,3,0,3,1,0,0,18
2013-03-28,Sarawak,0,1,0,0,0,0,0,0,0,0,1
2013-03-29,Sarawak,22,0,0,1,0,1,0,0,0,0,24
2013-03-30,Sarawak,40,3,0,0,0,1,0,0,0,0,44
2013-03-31,Sarawak,4,2,0,1,1,1,0,0,0,0,9
2013-04-01,Sarawak,1,0,1,0,0,1,0,0,0,0,3
2013-04-02,Sarawak,2,0,1,0,0,0,0,0,0,0,3
2013-04-03,Sarawak,49,4,1,1,1,0,0,0,0,0,56
2013-04-04,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2013-04-05,Sarawak,2,1,0,0,0,0,0,0,0,0,3
2013-04-06,Sarawak,15,1,0,1,1,0,0,0,0,0,18
2013-04-07,Sarawak,6,6,4,4,3,2,0,1,0,0,26
2013-04-08,Sarawak,0,2,0,1,0,0,0,0,0,0,3
2013-04-09,Sarawak,1,2,1,0,0,2,0,1,0,0,7
2013-04-10,Sarawak,0,0,1,1,0,1,1,0,0,0,4
2013-04-11,Sarawak,2,4,1,2,1,3,0,0,0,0,13
2013-04-12,Sarawak,0,1,0,0,0,1,0,0,0,0,2
2013-04-13,Sarawak,4,2,1,0,2,2,0,0,0,0,11
2013-04-14,Sarawak,5,4,6,3,5,2,3,1,0,0,29
2013-04-15,Sarawak,12,5,9,5,4,1,1,2,0,0,39
2013-04-16,Sarawak,1,0,1,0,0,0,0,0,0,0,2
2013-04-17,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2013-04-18,Sarawak,1,1,1,0,0,0,0,0,0,0,3
2013-04-19,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2013-04-20,Sarawak,1,2,2,0,2,0,0,0,0,0,7
2013-04-21,Sarawak,4,2,2,4,0,2,4,0,0,0,18
2013-04-22,Sarawak,0,1,0,0,0,0,1,1,0,0,3
2013-04-23,Sarawak,2,0,1,1,0,1,0,0,0,0,5
2013-04-24,Sarawak,13,5,4,3,1,2,0,0,0,0,28
2013-04-25,Sarawak,1,2,1,0,0,0,0,0,0,0,4
2013-04-26,Sarawak,0,0,0,0,0,0,1,0,0,0,1
2013-04-27,Sarawak,49,5,5,2,4,9,2,0,0,0,76
2013-04-28,Sarawak,3,0,1,0,0,0,0,0,0,0,4
2013-04-29,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2013-04-30,Sarawak,0,2,3,1,0,0,2,0,0,0,8
2013-05-01,Sarawak,44,2,0,0,0,0,0,0,0,1,47
2013-05-02,Sarawak,61,3,0,0,0,0,0,0,0,0,64
2013-05-03,Sarawak,1,0,1,0,0,1,0,0,0,0,3
2013-05-04,Sarawak,4,2,2,0,0,0,0,0,0,0,8
2013-05-05,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2013-05-06,Sarawak,1,0,0,1,0,0,0,0,0,0,2
2013-05-07,Sarawak,0,3,1,0,1,0,0,0,0,0,5
2013-05-08,Sarawak,10,3,2,3,2,2,1,0,0,0,23
2013-05-09,Sarawak,12,15,6,10,7,2,0,1,0,0,53
2013-05-10,Sarawak,6,5,3,1,1,0,0,0,0,0,16
2013-05-11,Sarawak,13,3,3,2,2,5,3,1,0,0,32
2013-05-12,Sarawak,13,8,3,8,1,0,0,0,0,1,34
2013-05-13,Sarawak,1,3,0,0,0,1,0,0,0,0,5
2013-05-14,Sarawak,49,2,2,1,0,0,0,0,0,0,54
