date,state,17-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,other,total
2011-03-11,Sarawak,2,3,0,4,1,0,1,0,0,0,11
2011-03-12,Sarawak,34,1,1,1,1,4,1,0,0,0,43
2011-03-13,Sarawak,6,4,3,1,1,1,0,0,0,0,16
2011-03-14,Sarawak,10,1,3,2,0,3,0,0,0,0,19
2011-03-15,Sarawak,45,3,1,0,1,1,0,0,0,0,51
2011-03-16,Sarawak,31,3,0,1,0,0,0,0,0,0,35
2011-03-17,Sarawak,1,10,3,2,2,0,0,0,0,0,18
2011-03-18,Sarawak,0,1,0,0,0,0,0,0,0,0,1
2011-03-19,Sarawak,8,3,1,0,5,0,0,0,0,0,17
2011-03-20,Sarawak,4,4,1,5,2,1,2,2,0,0,21
2011-03-21,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2011-03-22,Sarawak,0,2,2,5,0,0,0,0,0,0,9
2011-03-23,Sarawak,0,3,0,0,0,1,0,0,0,0,4
2011-03-24,Sarawak,3,1,1,1,0,0,0,0,0,0,6
2011-03-25,Sarawak,1,0,1,2,1,0,1,0,0,0,6
2011-03-26,Sarawak,4,1,3,2,1,0,0,0,0,0,11
2011-03-27,Sarawak,4,1,2,2,0,1,0,0,0,1,11
2011-03-28,Sarawak,2,10,9,6,3,2,1,1,0,0,34
2011-03-29,Sarawak,0,0,1,0,0,0,0,0,0,0,1
2011-03-30,Sarawak,1,1,0,0,0,0,0,0,0,0,2
2011-03-31,Sarawak,0,0,0,0,0,0,1,0,0,0,1
2011-04-01,Sarawak,0,0,1,1,0,0,0,0,0,0,2
2011-04-02,Sarawak,2,2,0,0,0,1,0,0,1,0,6
2011-04-03,Sarawak,4,4,2,4,6,3,1,0,0,1,25
2011-04-04,Sarawak,2,0,0,1,0,0,0,0,0,0,3
2011-04-05,Sarawak,2,2,2,0,0,0,0,0,0,0,6
2011-04-06,Sarawak,1,4,2,1,0,1,0,0,0,0,9
2011-04-07,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2011-04-08,Sarawak,2,0,2,0,1,0,0,0,0,0,5
2011-04-09,Sarawak,13,0,1,0,1,0,0,0,0,0,15
2011-04-10,Sarawak,6,2,3,4,2,3,0,1,0,0,21
2011-04-11,Sarawak,0,0,0,0,1,0,0,1,0,0,2
2011-04-12,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2011-04-13,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2011-04-14,Sarawak,7,0,1,2,1,2,0,0,0,0,13
2011-04-15,Sarawak,0,0,0,0,0,1,0,0,0,0,1
2011-04-16,Sarawak,1,1,0,2,1,0,0,0,0,0,5
2011-04-17,Sarawak,12,1,7,2,3,4,0,1,0,0,30
2011-04-18,Sarawak,0,0,0,0,1,0,0,0,0,0,1
2011-04-19,Sarawak,7,1,0,0,0,1,0,0,0,0,9
2011-04-20,Sarawak,0,0,0,0,1,0,0,0,0,0,1
2011-04-21,Sarawak,0,0,0,0,0,1,0,0,0,0,1
2011-04-22,Sarawak,6,2,1,1,2,2,0,0,0,0,14
2011-04-23,Sarawak,4,2,1,1,4,0,0,0,0,0,12
2011-04-24,Sarawak,2,2,1,1,0,2,0,0,0,0,8
2011-04-25,Sarawak,0,0,0,0,1,0,0,0,0,0,1
2011-04-26,Sarawak,3,6,2,4,1,0,0,0,0,0,16
2011-04-27,Sarawak,2,0,1,1,1,0,0,0,0,0,5
2011-04-28,Sarawak,0,2,2,3,2,1,0,0,0,0,10
2011-04-29,Sarawak,0,0,1,1,0,0,1,0,0,0,3
2011-04-30,Sarawak,6,1,1,1,0,0,0,0,0,0,9
2011-05-01,Sarawak,3,4,0,0,1,0,0,0,0,0,8
2011-05-02,Sarawak,4,6,4,3,4,1,0,0,0,0,22
2011-05-03,Sarawak,0,0,0,1,0,0,0,0,0,0,1
2011-05-04,Sarawak,1,8,3,3,2,1,1,1,0,0,20
2011-05-05,Sarawak,2,1,0,0,0,0,0,0,0,0,3
2011-05-06,Sarawak,0,1,2,0,1,0,0,0,0,0,4
2011-05-07,Sarawak,56,8,0,2,1,0,0,0,0,0,67
2011-05-08,Sarawak,2,1,0,5,0,5,1,0,0,0,14
2011-05-09,Sarawak,0,2,0,1,1,0,0,0,0,0,4
2011-05-10,Sarawak,4,2,4,5,3,0,0,0,0,0,18
2011-05-11,Sarawak,0,0,2,0,1,1,0,0,0,0,4
2011-05-12,Sarawak,4,0,2,0,0,1,0,0,0,0,7
2011-05-13,Sarawak,0,0,1,0,0,1,0,0,0,0,2
2011-05-14,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2011-05-15,Sarawak,5,4,0,2,4,2,0,0,0,0,17
2011-05-16,Sarawak,4,5,2,1,0,1,2,1,0,0,16
2011-05-17,Sarawak,1,3,2,1,1,1,0,0,0,0,9
2011-05-18,Sarawak,10,3,2,3,1,1,0,0,0,0,20
2011-05-19,Sarawak,0,2,4,3,1,0,0,0,0,0,10
2011-05-20,Sarawak,3,1,0,0,1,0,0,0,0,0,5
2011-05-21,Sarawak,2,3,2,2,6,5,1,0,0,0,21
2011-05-22,Sarawak,3,6,4,4,2,3,3,2,0,0,27
2011-05-23,Sarawak,4,2,3,4,1,0,0,0,0,0,14
2011-05-24,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2011-05-25,Sarawak,2,15,6,1,1,0,0,0,0,0,25
2011-05-26,Sarawak,1,1,0,1,2,1,0,0,0,0,6
2011-05-27,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2011-05-28,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2011-05-29,Sarawak,6,2,2,1,1,0,0,0,0,0,12
2011-05-30,Sarawak,0,2,0,0,0,0,0,0,0,0,2
2011-05-31,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2011-06-01,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2011-06-02,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2011-06-03,Sarawak,1,0,0,0,0,0,0,0,0,0,1
2011-06-04,Sarawak,0,1,0,0,0,0,0,0,0,0,1
2011-06-05,Sarawak,7,0,2,2,1,3,2,0,0,1,18
2011-06-06,Sarawak,0,0,3,0,2,4,0,0,0,0,9
2011-06-07,Sarawak,0,0,0,0,0,1,0,0,0,0,1
2011-06-08,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2011-06-09,Sarawak,7,1,4,0,2,0,0,0,0,0,14
2011-06-10,Sarawak,0,0,0,1,0,0,0,0,0,0,1
2011-06-11,Sarawak,45,8,0,0,2,0,0,0,0,0,55
2011-06-12,Sarawak,7,8,4,11,1,2,1,1,0,0,35
2011-06-13,Sarawak,1,3,1,0,0,0,0,0,0,0,5
2011-06-14,Sarawak,2,0,0,0,0,1,0,0,0,0,3
2011-06-15,Sarawak,0,1,4,5,2,5,2,4,0,0,23
2011-06-16,Sarawak,0,0,0,0,0,1,0,0,0,0,1
2011-06-17,Sarawak,1,1,0,0,0,0,0,0,0,0,2
2011-06-18,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2011-06-19,Sarawak,9,3,2,4,2,3,1,0,0,0,24
2011-06-20,Sarawak,0,1,1,1,0,0,0,0,0,0,3
2011-06-21,Sarawak,1,3,0,4,2,4,2,1,0,0,17
2011-06-22,Sarawak,6,8,1,3,1,2,1,0,0,0,22
2011-06-23,Sarawak,4,4,3,1,0,3,1,1,0,0,17
2011-06-24,Sarawak,0,0,0,0,1,0,0,0,0,0,1
2011-06-25,Sarawak,9,2,1,1,3,0,0,0,0,0,16
2011-06-26,Sarawak,9,5,4,5,2,2,0,0,0,0,27
2011-06-27,Sarawak,2,0,1,0,0,1,0,0,0,0,4
2011-06-28,Sarawak,3,3,1,3,0,0,0,0,0,0,10
2011-06-29,Sarawak,2,9,5,1,0,1,0,0,0,0,18
2011-06-30,Sarawak,3,5,3,0,2,1,1,0,0,0,15
2011-07-01,Sarawak,1,1,0,1,0,0,0,0,0,0,3
2011-07-02,Sarawak,3,0,0,0,0,0,0,0,0,0,3
2011-07-03,Sarawak,9,5,2,6,5,1,1,3,0,0,32
2011-07-04,Sarawak,1,2,0,1,2,0,0,0,0,0,6
2011-07-05,Sarawak,0,0,1,0,0,0,0,0,0,0,1
2011-07-06,Sarawak,2,1,1,1,0,0,0,0,0,0,5
2011-07-07,Sarawak,5,2,4,2,1,0,0,0,0,0,14
2011-07-08,Sarawak,0,1,0,0,0,0,0,0,0,0,1
2011-07-09,Sarawak,1,0,1,0,0,0,0,0,0,0,2
2011-07-10,Sarawak,2,0,2,2,1,0,0,0,0,0,7
2011-07-11,Sarawak,0,0,0,0,1,0,0,0,0,0,1
2011-07-12,Sarawak,1,0,0,0,0,0,0,0,0,0,1
2011-07-13,Sarawak,7,3,3,1,1,1,1,0,0,0,17
2011-07-14,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2011-07-15,Sarawak,1,0,0,0,0,0,0,0,0,0,1
2011-07-16,Sarawak,7,7,10,5,3,8,2,1,0,0,43
2011-07-17,Sarawak,7,4,6,2,0,0,2,0,0,0,21
2011-07-18,Sarawak,1,0,1,0,0,0,0,0,0,0,2
2011-07-19,Sarawak,23,0,0,0,0,0,0,0,0,0,23
2011-07-20,Sarawak,21,3,3,1,3,0,0,1,0,0,32
2011-07-21,Sarawak,7,3,6,4,0,0,0,0,0,0,20
2011-07-22,Sarawak,2,2,0,0,1,0,0,0,0,0,5
2011-07-23,Sarawak,14,5,3,1,2,1,1,1,0,0,28
2011-07-24,Sarawak,5,6,5,9,1,1,0,0,0,0,27
2011-07-25,Sarawak,0,1,0,1,0,0,0,0,0,0,2
2011-07-26,Sarawak,8,5,8,5,2,8,1,0,0,0,37
2011-07-27,Sarawak,6,1,2,0,1,0,0,0,0,0,10
2011-07-28,Sarawak,3,2,1,1,0,0,0,1,0,0,8
2011-07-29,Sarawak,1,0,0,0,0,1,2,0,0,0,4
2011-07-30,Sarawak,125,2,0,1,1,0,0,0,0,0,129
2011-07-31,Sarawak,6,4,2,5,2,2,2,1,0,0,24
2011-08-01,Sarawak,0,2,1,0,0,1,0,1,0,0,5
2011-08-02,Sarawak,0,1,0,0,0,0,0,0,0,0,1
2011-08-03,Sarawak,10,0,0,0,0,1,0,0,0,0,11
2011-08-04,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2011-08-05,Sarawak,0,0,0,1,0,0,0,0,0,0,1
2011-08-06,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2011-08-07,Sarawak,6,6,5,2,5,0,0,1,0,0,25
2011-08-08,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2011-08-09,Sarawak,0,0,1,0,0,0,0,0,0,0,1
2011-08-10,Sarawak,1,0,1,0,0,1,0,1,0,0,4
2011-08-11,Sarawak,1,0,3,1,1,0,1,0,0,0,7
2011-08-12,Sarawak,0,0,0,1,0,0,0,0,0,0,1
2011-08-13,Sarawak,5,1,1,4,0,0,1,0,0,0,12
2011-08-14,Sarawak,8,6,3,1,5,2,0,0,0,0,25
2011-08-15,Sarawak,0,0,0,1,0,0,0,0,0,0,1
2011-08-16,Sarawak,1,0,1,0,0,0,0,0,0,0,2
2011-08-17,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2011-08-18,Sarawak,4,0,0,0,0,0,0,0,0,0,4
2011-08-19,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2011-08-20,Sarawak,3,4,2,1,2,2,1,0,0,0,15
2011-08-21,Sarawak,9,4,4,0,4,0,1,2,0,0,24
2011-08-22,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2011-08-23,Sarawak,2,1,0,3,2,0,0,0,0,0,8
2011-08-24,Sarawak,50,2,2,0,1,0,0,0,0,0,55
2011-08-25,Sarawak,6,1,0,0,0,0,0,0,0,0,7
2011-08-26,Sarawak,1,2,0,1,0,0,1,0,0,0,5
2011-08-27,Sarawak,3,1,1,0,1,0,0,0,0,0,6
2011-08-28,Sarawak,1,0,0,0,0,0,0,0,0,0,1
2011-08-29,Sarawak,0,1,0,0,0,0,0,0,0,0,1
2011-08-30,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2011-08-31,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2011-09-01,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2011-09-02,Sarawak,2,1,0,0,0,0,1,1,0,0,5
2011-09-03,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2011-09-04,Sarawak,2,0,0,1,2,0,0,0,0,0,5
2011-09-05,Sarawak,0,0,1,0,0,0,0,0,0,0,1
2011-09-06,Sarawak,1,1,0,0,0,0,0,0,0,0,2
2011-09-07,Sarawak,0,0,0,1,0,0,0,0,0,0,1
2011-09-08,Sarawak,4,5,2,2,1,0,0,0,0,0,14
2011-09-09,Sarawak,0,1,0,0,0,0,0,0,0,0,1
2011-09-10,Sarawak,4,6,10,4,3,3,0,0,0,0,30
2011-09-11,Sarawak,7,4,3,5,0,5,2,0,0,0,26
2011-09-12,Sarawak,1,0,0,0,1,0,0,0,0,0,2
2011-09-13,Sarawak,1,1,0,2,0,0,0,0,0,0,4
2011-09-14,Sarawak,1,2,1,0,0,0,0,0,0,0,4
2011-09-15,Sarawak,0,0,0,0,0,0,1,0,0,0,1
2011-09-16,Sarawak,10,5,3,5,4,1,1,1,0,0,30
2011-09-17,Sarawak,3,1,0,0,1,0,0,0,0,0,5
2011-09-18,Sarawak,3,7,5,2,2,1,2,0,0,0,22
2011-09-19,Sarawak,1,4,1,2,0,3,0,0,0,0,11
2011-09-20,Sarawak,1,2,0,0,0,0,0,0,0,0,3
2011-09-21,Sarawak,6,3,1,0,2,0,0,1,0,0,13
2011-09-22,Sarawak,25,0,1,1,0,0,0,0,0,0,27
2011-09-23,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2011-09-24,Sarawak,4,4,1,1,0,1,0,0,0,0,11
2011-09-25,Sarawak,3,2,3,2,1,2,2,0,0,0,15
2011-09-26,Sarawak,0,0,0,0,1,0,0,0,0,0,1
2011-09-27,Sarawak,24,2,2,0,0,0,0,0,0,0,28
2011-09-28,Sarawak,0,1,1,1,0,0,0,0,0,0,3
2011-09-29,Sarawak,1,1,0,0,0,0,0,0,0,0,2
2011-09-30,Sarawak,0,0,0,1,1,0,0,0,0,0,2
2011-10-01,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2011-10-02,Sarawak,6,5,6,6,4,3,1,0,0,0,31
2011-10-03,Sarawak,1,0,0,0,0,1,0,0,0,0,2
2011-10-04,Sarawak,1,0,0,0,0,1,0,0,0,0,2
2011-10-05,Sarawak,7,2,1,1,1,0,0,0,0,0,12
2011-10-06,Sarawak,1,1,1,0,1,0,0,0,0,0,4
2011-10-07,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2011-10-08,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2011-10-09,Sarawak,20,7,10,7,5,1,4,2,0,0,56
2011-10-10,Sarawak,1,1,0,1,1,2,1,0,0,0,7
2011-10-11,Sarawak,0,0,0,2,1,0,0,0,0,0,3
2011-10-12,Sarawak,1,1,0,0,0,0,0,0,0,0,2
2011-10-13,Sarawak,11,1,1,0,0,0,0,0,0,0,13
2011-10-14,Sarawak,0,0,1,0,0,0,0,0,0,0,1
2011-10-15,Sarawak,52,1,1,1,0,0,0,1,0,0,56
2011-10-16,Sarawak,4,3,6,3,1,1,0,0,0,0,18
2011-10-17,Sarawak,0,1,0,0,0,0,0,0,0,0,1
2011-10-18,Sarawak,2,3,2,1,0,0,0,0,0,0,8
2011-10-19,Sarawak,3,2,1,0,0,0,0,0,0,0,6
2011-10-20,Sarawak,2,0,0,0,1,1,0,0,0,0,4
2011-10-21,Sarawak,2,1,0,2,2,0,0,0,0,0,7
2011-10-22,Sarawak,7,7,6,2,7,4,1,1,0,0,35
2011-10-23,Sarawak,4,1,4,2,3,0,0,0,0,0,14
2011-10-24,Sarawak,1,0,1,0,0,0,0,0,0,0,2
2011-10-25,Sarawak,0,0,1,0,0,0,0,0,0,0,1
2011-10-26,Sarawak,0,1,0,1,0,0,0,0,0,0,2
2011-10-27,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2011-10-28,Sarawak,2,1,4,3,1,0,0,0,0,0,11
2011-10-29,Sarawak,7,3,3,3,1,2,2,1,0,0,22
2011-10-30,Sarawak,8,8,7,0,2,2,2,0,0,0,29
2011-10-31,Sarawak,5,0,0,0,0,1,0,0,0,0,6
2011-11-01,Sarawak,2,3,0,0,0,0,0,0,0,0,5
2011-11-02,Sarawak,0,0,0,0,1,0,0,0,0,0,1
2011-11-03,Sarawak,3,16,6,3,7,3,0,0,0,0,38
2011-11-04,Sarawak,3,4,0,0,0,0,0,0,0,0,7
2011-11-05,Sarawak,21,1,0,0,2,1,2,1,0,0,28
2011-11-06,Sarawak,3,5,0,6,6,1,2,0,0,0,23
2011-11-07,Sarawak,0,2,0,1,1,1,2,1,0,0,8
2011-11-08,Sarawak,0,1,0,0,0,0,0,0,0,0,1
2011-11-09,Sarawak,0,2,4,4,1,5,1,0,0,0,17
2011-11-10,Sarawak,4,0,1,0,1,0,1,0,0,0,7
2011-11-11,Sarawak,0,1,1,0,1,0,0,0,0,0,3
2011-11-12,Sarawak,4,0,1,3,2,1,0,0,0,0,11
2011-11-13,Sarawak,2,0,1,1,1,0,1,0,0,0,6
2011-11-14,Sarawak,1,0,1,1,0,0,0,0,0,0,3
2011-11-15,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2011-11-16,Sarawak,1,0,0,0,0,0,0,0,0,0,1
2011-11-17,Sarawak,10,8,4,3,2,1,0,0,0,0,28
2011-11-18,Sarawak,0,0,0,2,1,0,1,0,0,0,4
2011-11-19,Sarawak,3,2,5,0,0,2,0,0,0,0,12
2011-11-20,Sarawak,6,10,5,7,3,2,1,0,0,0,34
2011-11-21,Sarawak,29,0,0,0,0,0,0,0,0,0,29
2011-11-22,Sarawak,32,3,0,1,0,0,0,0,0,0,36
2011-11-23,Sarawak,4,2,0,2,0,0,0,0,0,0,8
2011-11-24,Sarawak,3,0,8,0,2,0,0,1,0,0,14
2011-11-25,Sarawak,0,1,0,0,1,0,0,0,0,0,2
2011-11-26,Sarawak,10,7,2,3,3,3,2,0,0,0,30
2011-11-27,Sarawak,15,5,11,6,11,2,2,0,0,0,52
2011-11-28,Sarawak,2,2,0,0,0,1,0,0,0,0,5
2011-11-29,Sarawak,13,17,12,8,2,0,0,0,0,0,52
2011-11-30,Sarawak,1,0,1,0,2,0,0,0,0,0,4
2011-12-01,Sarawak,2,2,0,2,0,1,0,0,0,0,7
2011-12-02,Sarawak,2,1,0,0,1,0,1,0,0,0,5
2011-12-03,Sarawak,1,2,2,0,2,1,1,1,0,0,10
2011-12-04,Sarawak,8,4,4,5,2,2,1,1,0,0,27
2011-12-05,Sarawak,1,0,1,0,0,1,1,0,0,0,4
2011-12-06,Sarawak,1,0,0,0,0,0,0,0,0,0,1
2011-12-07,Sarawak,23,1,0,0,0,0,0,0,0,0,24
2011-12-08,Sarawak,1,0,1,0,0,0,0,0,0,0,2
2011-12-09,Sarawak,0,1,1,0,1,0,0,0,0,0,3
2011-12-10,Sarawak,6,2,1,1,1,0,0,0,0,0,11
2011-12-11,Sarawak,2,1,0,2,3,0,1,0,0,0,9
2011-12-12,Sarawak,0,1,0,0,0,0,0,0,0,0,1
2011-12-13,Sarawak,0,0,1,0,1,0,0,0,0,0,2
2011-12-14,Sarawak,5,6,3,4,3,0,2,1,0,0,24
2011-12-15,Sarawak,1,4,2,0,0,0,0,0,0,0,7
2011-12-16,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2011-12-17,Sarawak,110,1,0,0,0,2,0,0,0,0,113
2011-12-18,Sarawak,0,1,1,1,1,0,1,0,0,0,5
2011-12-19,Sarawak,1,3,0,0,0,2,0,0,0,0,6
2011-12-20,Sarawak,1,5,2,3,0,3,0,0,0,0,14
2011-12-21,Sarawak,3,4,4,0,3,2,0,1,0,0,17
2011-12-22,Sarawak,0,1,1,1,0,0,0,0,0,0,3
2011-12-23,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2011-12-24,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2011-12-25,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2011-12-26,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2011-12-27,Sarawak,0,3,2,1,1,0,0,0,0,0,7
2011-12-28,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2011-12-29,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2011-12-30,Sarawak,0,0,0,0,1,0,1,1,0,0,3
2011-12-31,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-01-01,Sarawak,13,8,1,5,5,0,0,0,0,0,32
2012-01-02,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-01-03,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-01-04,Sarawak,0,1,0,0,0,0,0,0,0,0,1
2012-01-05,Sarawak,0,1,0,1,0,0,0,0,0,0,2
2012-01-06,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-01-07,Sarawak,1,0,3,1,1,0,0,0,0,0,6
2012-01-08,Sarawak,5,3,4,4,1,1,2,0,0,0,20
2012-01-09,Sarawak,0,0,1,0,0,0,0,0,0,0,1
2012-01-10,Sarawak,1,0,1,0,0,0,0,0,0,0,2
2012-01-11,Sarawak,1,2,0,0,0,0,0,0,0,0,3
2012-01-12,Sarawak,1,1,1,0,0,0,0,0,0,0,3
2012-01-13,Sarawak,2,3,0,0,0,0,0,0,0,0,5
2012-01-14,Sarawak,49,7,0,1,0,1,0,0,0,0,58
2012-01-15,Sarawak,5,6,1,2,1,0,0,0,0,0,15
2012-01-16,Sarawak,1,1,0,0,0,0,0,0,0,0,2
2012-01-17,Sarawak,21,0,0,1,2,0,0,0,0,0,24
2012-01-18,Sarawak,0,0,2,1,0,0,0,0,0,0,3
2012-01-19,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-01-20,Sarawak,0,0,0,0,2,1,0,0,0,0,3
2012-01-21,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-01-22,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-01-23,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-01-24,Sarawak,0,0,1,0,0,0,1,0,0,0,2
2012-01-25,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-01-26,Sarawak,8,3,1,1,1,0,2,1,0,0,17
2012-01-27,Sarawak,1,0,1,1,1,0,0,0,0,0,4
2012-01-28,Sarawak,23,10,6,4,9,14,4,5,0,0,75
2012-01-29,Sarawak,4,2,2,0,2,0,0,0,0,0,10
2012-01-30,Sarawak,0,0,0,0,0,0,1,0,0,0,1
2012-01-31,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-02-01,Sarawak,0,0,0,0,0,1,0,0,0,0,1
2012-02-02,Sarawak,0,1,1,0,0,0,0,0,0,0,2
2012-02-03,Sarawak,1,1,0,1,1,1,0,2,0,0,7
2012-02-04,Sarawak,1,0,1,0,0,0,0,0,0,0,2
2012-02-05,Sarawak,3,3,1,2,2,1,0,0,0,0,12
2012-02-06,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-02-07,Sarawak,3,4,0,1,1,0,0,0,0,0,9
2012-02-08,Sarawak,2,2,0,2,1,0,0,0,0,0,7
2012-02-09,Sarawak,2,1,1,2,1,0,0,0,0,0,7
2012-02-10,Sarawak,0,0,0,0,1,0,1,0,0,0,2
2012-02-11,Sarawak,4,2,0,0,0,0,0,0,0,0,6
2012-02-12,Sarawak,8,1,5,0,2,2,1,1,0,0,20
2012-02-13,Sarawak,1,1,3,0,0,0,0,0,0,0,5
2012-02-14,Sarawak,5,8,3,3,1,1,2,1,0,0,24
2012-02-15,Sarawak,13,2,3,0,0,0,1,0,0,0,19
2012-02-16,Sarawak,0,1,0,0,0,1,0,0,0,0,2
2012-02-17,Sarawak,0,1,0,1,0,0,0,0,0,0,2
2012-02-18,Sarawak,40,2,2,2,1,0,0,0,0,0,47
2012-02-19,Sarawak,8,5,8,1,3,0,0,0,0,0,25
2012-02-20,Sarawak,1,1,0,0,1,0,0,0,0,0,3
2012-02-21,Sarawak,7,1,2,2,1,0,1,0,0,0,14
2012-02-22,Sarawak,0,1,2,2,0,0,0,0,0,0,5
2012-02-23,Sarawak,5,9,2,2,0,0,0,0,0,0,18
2012-02-24,Sarawak,0,0,0,0,0,0,2,0,0,0,2
2012-02-25,Sarawak,5,0,0,0,1,1,0,0,0,0,7
2012-02-26,Sarawak,3,3,3,4,7,0,1,1,0,0,22
2012-02-27,Sarawak,6,2,5,4,3,2,3,0,0,0,25
2012-02-28,Sarawak,2,3,2,1,0,2,0,1,0,0,11
2012-02-29,Sarawak,6,0,1,0,0,0,0,2,0,0,9
2012-03-01,Sarawak,2,2,2,0,3,1,0,1,0,0,11
2012-03-02,Sarawak,1,1,0,0,1,0,0,0,0,0,3
2012-03-03,Sarawak,4,1,1,1,0,0,0,0,0,0,7
2012-03-04,Sarawak,6,7,3,3,3,3,0,0,0,0,25
2012-03-05,Sarawak,2,0,1,1,0,0,0,0,0,0,4
2012-03-06,Sarawak,2,2,2,2,2,0,0,0,0,0,10
2012-03-07,Sarawak,32,3,1,0,0,0,0,0,0,0,36
2012-03-08,Sarawak,1,3,0,2,2,0,0,0,0,0,8
2012-03-09,Sarawak,0,0,0,0,0,1,0,0,0,0,1
2012-03-10,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-03-11,Sarawak,8,0,1,1,5,4,1,0,0,0,20
2012-03-12,Sarawak,1,0,1,1,0,1,0,0,0,0,4
2012-03-13,Sarawak,6,2,0,2,0,0,1,0,0,0,11
2012-03-14,Sarawak,0,0,1,0,0,0,0,0,0,0,1
2012-03-15,Sarawak,1,1,0,0,0,0,0,0,0,0,2
2012-03-16,Sarawak,2,0,0,0,1,0,0,0,0,0,3
2012-03-17,Sarawak,2,0,1,1,1,0,0,0,0,0,5
2012-03-18,Sarawak,6,2,5,4,3,0,2,1,0,0,23
2012-03-19,Sarawak,2,0,1,1,2,0,1,0,0,0,7
2012-03-20,Sarawak,1,2,3,0,0,0,0,0,0,0,6
2012-03-21,Sarawak,20,2,4,2,2,0,0,0,0,0,30
2012-03-22,Sarawak,17,3,2,0,0,0,0,0,0,0,22
2012-03-23,Sarawak,0,0,2,0,0,0,0,0,0,0,2
2012-03-24,Sarawak,1,0,1,0,0,0,0,0,0,0,2
2012-03-25,Sarawak,8,13,12,7,4,6,3,2,0,0,55
2012-03-26,Sarawak,0,0,0,0,0,0,0,0,0,0,0
2012-03-27,Sarawak,1,5,9,10,7,2,2,0,0,0,36
2012-03-28,Sarawak,0,0,1,1,1,0,1,0,0,0,4
2012-03-29,Sarawak,1,0,1,0,0,0,0,0,0,0,2
2012-03-30,Sarawak,0,0,1,1,0,1,0,0,0,0,3
2012-03-31,Sarawak,4,3,4,4,1,2,1,1,0,0,20
2012-04-01,Sarawak,5,2,9,7,6,4,1,1,0,0,35
2012-04-02,Sarawak,0,1,1,0,0,0,0,0,0,0,2
2012-04-03,Sarawak,21,1,0,1,0,1,0,0,0,0,24
2012-04-04,Sarawak,15,0,0,0,1,0,0,0,0,0,16
2012-04-05,Sarawak,2,0,2,0,2,0,1,0,0,0,7
2012-04-06,Sarawak,14,2,0,0,0,0,0,0,0,0,16
2012-04-07,Sarawak,15,5,1,2,3,1,4,2,1,0,34
2012-04-08,Sarawak,2,3,3,1,1,1,1,1,0,0,13
2012-04-09,Sarawak,1,0,0,1,0,0,1,0,0,0,3
2012-04-10,Sarawak,0,7,2,4,0,1,2,0,1,0,17
2012-04-11,Sarawak,3,9,2,2,1,4,2,1,0,0,24
